timestamp,latitude,longitude,lidar_distance,battery_soc,wheel_torque_1,wheel_torque_2,wheel_torque_3,wheel_torque_4,temperature,status
2026-07-01 00:00:00,43.07247422695627,-89.40066830126601,6.214977949543792,101.49957975678745,30.49819943634331,27.707335377624553,27.063768289311174,29.265164473452653,26.144969065622167,Normal
2026-07-01 00:01:00,43.073329924345416,-89.40118192652658,2.9047866546758954,101.48101355581446,31.638697853955094,30.4545319862283,24.826909963845416,30.484938810544065,27.49912939477709,Fault
2026-07-01 00:02:00,43.07387779763087,-89.40120246784932,30.0,98.92588237324689,34.718032986546774,29.22200029650241,31.708099962809925,32.937053204907514,18.317682569125346,Normal
2026-07-01 00:03:00,43.07236770045026,-89.4027062148709,5.984262843929034,100.57209976401947,36.34012379276762,17.562883823849095,36.368883463041236,29.765023215068666,23.060746094226026,Normal
2026-07-01 00:04:00,43.073881358119806,-89.40217747533316,6.773406085638556,102.4992500355867,30.07411581334616,27.35992104242411,33.89040523917935,34.69556416344689,23.604357864038835,Normal
2026-07-01 00:05:00,43.073152372768725,-89.40086384682989,6.31628866801539,99.30661242320134,28.10862838476594,29.95773553639656,30.509534063451643,30.106812350959327,25.50365432514929,Normal
2026-07-01 00:06:00,43.07414546024048,-89.40172911266728,8.225397018093933,102.58386636511638,39.51897717332665,25.542698215692397,33.339694399416096,29.32392096925051,24.454677031614267,Normal
2026-07-01 00:07:00,43.07289858009992,-89.40141771304123,9.761754942091406,102.18979995326998,52.92509477688772,80.38492109968443,72.23274599481137,72.03017845752404,28.014785531455676,Warning
2026-07-01 00:08:00,43.073481244655156,-89.40130465606478,10.152322854705758,98.52694201569864,34.336945425507444,36.69436020081778,28.611450398397704,34.03390073041094,24.553475480149974,Normal
2026-07-01 00:09:00,43.07305939376832,-89.40188246876902,9.674423716727256,97.72387334668298,29.279735702584045,34.81626799997553,24.931671476997515,28.389246536309813,20.51856529044294,Normal
2026-07-01 00:10:00,43.07300378773795,-89.40216791832003,6.2047500483765905,100.2641922130512,32.85252555618602,20.669922373939777,28.35338974261434,39.00644990923487,19.931628887043747,Normal
2026-07-01 00:11:00,43.07335893042822,-89.40281235763092,8.117801586639677,97.44606394207091,30.204168686428645,33.7979538595565,31.51767464941161,31.31031442512698,30.065807248625777,Fault
2026-07-01 00:12:00,43.07363680746922,-89.40134651827901,11.130331696340104,94.11058978510458,36.407420634392786,32.80874984265636,27.91636409207573,30.56699298651582,25.1413410522894,Warning
2026-07-01 00:13:00,43.07185043508807,-89.40058139145239,4.8305313340541804,98.93450152668605,32.095621234197644,29.533682832980073,24.283858269540563,28.430368117691778,24.50623871574787,Normal
2026-07-01 00:14:00,43.074533633608816,-89.40284363414223,10.696460088850262,104.25516344628393,22.89525756127593,18.276157577194855,30.573117418115558,32.23838321116597,25.038746223583743,Normal
2026-07-01 00:15:00,43.07124033695945,-89.4012240478251,6.007793327220641,99.00567889765478,22.670166493278508,33.91342237943914,31.518319941084858,34.357367303857835,24.796807808954682,Normal
2026-07-01 00:16:00,43.07241518789026,-89.40091885674731,8.587530575168167,100.65233077749279,28.92477214419219,27.853810995523077,28.154475306897385,30.46692538870802,22.77740988580288,Normal
2026-07-01 00:17:00,43.07300573092923,-89.40218958040373,8.825570233938057,101.28663701267571,33.03815808974804,31.05421020401648,29.889960947884088,31.08860351144803,26.42188946305565,Normal
2026-07-01 00:18:00,43.07351235596908,-89.39977785818846,8.379826073138942,99.79763827960576,36.53603962365174,25.160757785467087,17.346480664522915,24.41036027402121,28.059799914501088,Normal
2026-07-01 00:19:00,43.07467617252774,-89.40158571536904,12.456945788405157,99.20607649778978,26.652949112472236,26.288713361729975,33.70880227880527,25.81309053432212,27.39988379056278,Normal
2026-07-01 00:20:00,43.07124170851177,-89.40130125968847,7.398336199057415,102.32408869369254,18.9430832537217,34.681123964455914,31.44140744280304,26.142173433625395,23.826845949205335,Normal
2026-07-01 00:21:00,43.07259230587161,-89.4013612695006,4.721024250152716,99.93982095476494,32.15540492388837,38.113410581404764,37.07689017767123,31.235628349563545,19.787072592719653,Normal
2026-07-01 00:22:00,43.070973166512196,-89.4029707744226,8.712894135053691,99.67054930907814,30.211811890540933,27.86493214594576,28.935081600067903,24.340881480576133,18.829727509728215,Normal
2026-07-01 00:23:00,43.07313162197391,-89.40019124792832,7.65992003055108,101.441639261591,30.71614714717787,37.564285125986345,33.66930761601991,19.94438423216409,27.849479522189377,Normal
2026-07-01 00:24:00,43.0733716835845,-89.40215551876842,9.109602416438344,97.78086164174319,24.49396267850708,27.855548734932423,35.89223253248873,23.012969660594823,22.061508792040055,Normal
2026-07-01 00:25:00,43.07469079574217,-89.4014365205154,9.764190483747466,97.30709477901,35.963966909259454,27.795481574482658,30.12347670111596,32.663745543012205,24.601261477329658,Normal
