response_length,sentiment_score,topic_coherence,latency_ms,session_duration,quality_label
130.6650977914051,-0.9153077720025904,0.7268655910885076,687.9306564807239,12.59743291079471,low
83.60055628158266,-0.11012447794598756,0.7662216203601202,996.9188844907129,11.61752433313363,low
146.265791853226,0.0939755751564364,0.7695630590193393,645.935047235743,16.72896068030797,high
152.91976507369247,-0.706513533584695,0.8590273935926906,983.3678781534812,20.051916316529834,high
51.71376839711573,-0.3274283391452766,0.9072246362476293,953.4602335354588,13.82580136165693,low
74.42371725981887,0.9752948955129235,0.8461304105431525,802.649333048376,9.213477914535058,high
124.474414110855,-0.9675390873150571,0.655572914658828,991.4528930217067,14.586897509388276,low
108.93150926797462,-0.09498413695123187,0.8127603537526084,478.05251742291205,12.037211693281892,low
119.41195948734989,0.6853092434363923,0.8401821655831558,890.7405303312465,11.039498984874006,high
90.1434625349247,-0.35219747456142314,0.7901873403500039,734.3086538333171,8.553595515280753,low
150.778929120199,-0.04040299448969331,0.6110377971680933,1565.5658943211304,10.143119843111972,low
147.2227177400132,0.95609149157596,0.8824218592434798,888.956267410052,11.28883595490469,high
122.31107441464256,-0.05024632704859222,0.7191039806699447,700.9019875541408,15.216385568661794,high
159.45344224388114,-0.7381573757070019,0.8681553062278015,505.42456598672953,14.044102321631465,high
136.3628269788216,-0.8965570166672179,0.5857527041582455,1176.3515491985665,19.302304571713982,low
89.92476379908666,0.890833144879897,0.7689310179903719,762.4918201190555,14.697352295385887,high
132.90627744288747,-0.4683811734498686,0.8718062586462535,652.1619832311452,13.697179698249442,low
86.43910897098503,0.008127813129101824,0.9177629882160334,934.0748035022649,10.775078538109703,low
150.74576054575454,-0.8185964678200628,0.7564400787972981,1012.4297078514134,7.850148072613157,low
118.25259311548115,-0.15268975889878988,0.8899542955582178,1008.4882333023822,9.720426232587426,high
113.52981727591587,0.8602110385002482,0.8711572719872421,854.9376057648404,9.20064534895229,high
96.16746594586205,0.004825987261876774,0.9239776958429632,889.7975342216799,1.7563727282727761,low
162.78894685359106,0.9422703036046558,0.7495802015646391,908.0092689201757,7.965472869703314,high
114.59146812759192,-0.4823287255252007,0.6633031126798998,934.0990664072183,18.408839045463893,low
105.00852622429124,0.00909047940787433,0.5808735112679635,956.2212989753706,13.474400851835973,low
107.67532573291196,0.7190615836186505,0.689029323434708,1123.6131878263866,10.493904578619615,high
138.6308214943672,-0.10349529089251241,0.7273628263909526,864.1037155064625,13.593919288560084,high
132.79054225274274,-0.4410252528596208,0.8447493068260402,645.7991835424095,4.186381897082502,high
134.4456414058596,0.7109507268357633,0.8617864059682684,813.9270742239914,13.128390865849696,high
135.07873510527588,-0.220221062254782,0.7614956862661469,1038.4452046837491,17.109969052589932,high
194.95766603046616,0.06144658212046816,0.8894129378754817,403.36801040378856,11.515536211642479,high
105.77547442653845,0.9530541328302913,0.4514095609304611,404.81195115700973,4.912041895005727,high
102.0715044824962,-0.6270334104882722,0.8089612950744847,1079.569030348081,10.344237860893212,low
91.51795451132428,-0.3971987265596286,0.8986772493415146,1230.030704212832,17.11704797993248,low
141.55927979014234,-0.9378607998603201,0.36146627052877633,533.6999912451316,13.034518627590677,low
159.5140302452312,-0.21632458017989453,0.5628917368748299,875.1148177082238,6.326759620825735,high
116.01183898207937,-0.5996331388302809,0.7219014716387385,750.1137217707462,21.47051671673548,low
90.59452330631152,0.3600698708157828,0.8757959469244325,784.7924719395941,6.984765935019468,low
91.14315745080661,-0.6373570824682953,0.9781315369038844,926.3827521891039,11.02830167354714,low
142.77074757386453,0.3496255048117394,0.7752387787342202,526.7824427473128,7.850455997391186,high
146.01389599212047,-0.47304914362136463,0.8051539649194461,573.1956248768997,7.855991940345596,low
139.0103993906818,-0.28956433175760043,0.8923221952371271,774.6872067696937,10.191395537059375,high
96.7071602448957,-0.302278695907205,0.8335249699324355,813.6561005264599,14.54460063938431,low
128.1256463073352,0.43350350032721874,0.6596192525589526,568.5112235789571,17.162125780878405,high
124.08400331992549,-0.06698147372331387,0.5570882455142722,1047.4119186972962,10.45532731187016,low
127.65410088551545,-0.27740220229463386,0.8946331528961841,745.6097567222416,7.959425783260302,high
150.50000722818663,0.7052454380788997,0.9252175702928966,744.5455984832887,13.914557266639232,high
127.82584420711387,0.14390125128240538,0.7557205393225447,920.6646975574752,14.03185431571675,high
143.76197470751632,-0.5723383574440044,0.941757362576809,817.7729309831252,12.961505342213801,high
122.3652674321112,0.8001825562873652,0.9737794161282807,1059.3692032264532,13.102959251626931,high
130.11917895414945,-0.3146994079327188,0.914461337485686,616.6443655498334,11.549734214625273,high
142.0950879043489,-0.9220412449253592,0.4671245443553006,500.65335073413155,12.392603418223525,low
68.99954630505168,-0.010799552051094174,0.9236665412862431,772.5531090503481,11.273395485505716,low
108.81150742749445,-0.7521238911182444,0.5261539517857201,865.0590432337532,16.28097490814849,low
103.53695709975216,-0.5230671125685149,0.5366246643581151,539.8110139756199,20.91383800282351,low
97.63927531148303,0.4942217453748221,0.8743843718520583,503.0616095749352,12.71861260682877,high
110.37002120706607,-0.7384963732473628,0.6302418788251395,895.5744455844964,11.973711008114556,low
172.32294589320387,0.6138884487080714,0.6413374261141046,660.5548581712595,13.023445462760272,high
89.69591095073649,0.8738145762619074,0.8423696566655257,486.87207074827006,9.368312796066833,high
153.88974241070184,0.2130642008158894,0.38791335030824237,1091.3353230785156,15.059913484419281,low
61.09955799344684,0.42071838404565853,0.9078219927227988,692.0513317682269,13.764705636324514,low
108.27902395049789,0.4271732198148348,0.9057433671916859,1137.4529009663395,10.318119167829238,high
125.6963572786752,0.9856159145408898,0.9656312009397793,857.1176977773567,15.608267276169913,high
140.51778159757473,-0.31692347559675427,0.8894303616413936,923.6897155138258,12.075959073381549,high
144.89293029274992,-0.674286897514595,0.8446690681456576,797.1250634757868,8.1197734461025,high
147.76715323199738,0.03833446982864297,0.7808350293789795,186.2094388635758,13.40641778169184,high
107.79462247130469,0.06649961966341644,0.5591733301768478,565.803377236574,12.947970013597304,low
103.81768725674014,-0.644175023407711,0.6649650682110076,818.5726350703189,15.841672584442499,low
150.02915584400037,0.22621883798827902,0.9449797365949397,941.1822843231762,15.326187800299396,high
113.30434862914348,-0.9717505330463521,0.855250911723837,402.58149440296984,11.563094677484953,low
75.35097868317274,0.8553368049084431,0.9152998104173485,836.5995730348847,10.111652254345877,high
80.33494750987818,-0.4708514443574767,0.8016187669824824,569.4339781964921,12.006975000231197,low
87.8191699899436,-0.9208795832196164,0.7249057901572965,908.6550412724135,13.453235518674624,low
137.40062604188174,-0.7835011170502859,0.8032857022161227,845.1498035750437,13.935017511060197,low
124.98490076246978,-0.5195021034407166,0.7247987464741876,1035.8754006073934,13.20564883254447,low
144.16698739237188,-0.45218766278790956,0.7189130576352669,1116.7057325468797,11.636952226112923,high
105.0461573782213,-0.9343800010045427,0.8732386937855694,964.7474748185073,15.987268080092896,low
125.54888918768499,-0.4412903756125417,0.29008728984287874,1065.0983972426436,9.302792423626894,low
141.89566378885678,-0.6141165270130358,0.8244855302379687,762.4143810190403,21.91761380861929,high
109.17287110979166,-0.24275814513096283,0.8014094746365187,1555.7793528167863,15.052281520615036,low
135.9871333145094,-0.22966452528806158,0.9379840749581455,545.2952258762797,7.490058387319959,high
96.8325920626672,-0.32198451879424184,0.714325498409543,718.0610555226697,12.740917323745663,low
107.2931153702225,-0.344152232938592,0.841999453955449,1075.3396456867233,15.090734072128525,low
106.63917371005849,-0.8205374445174975,0.7422416038784383,1038.1803262152482,10.602523577921161,low
78.14561240438361,-0.9495901057476757,0.8092026522637413,971.8472547855872,6.019423809693173,low
137.04403682749538,-0.5957713996870668,0.7911797874128704,1018.829664498277,7.8437442336044185,high
103.57091809290466,0.5132988548332307,0.6322990942704404,329.1107113484898,14.168371777382205,high
120.43729415546906,0.9816195311022442,0.4567283187389181,1247.3246736344586,4.981534109726514,low
136.82613306170683,0.8570523501146581,0.8078803385613567,799.0272602833462,6.202621712615911,high
135.62859116104804,0.008438711075537286,0.6984057930852225,1161.473545567713,14.147338987735704,high
143.28847881404752,0.06364771155586846,0.7188375993907409,341.61835525801104,11.109803132612681,high
116.55300804217018,-0.3708368619283149,0.7449699505641688,914.1421258702977,9.216878441580812,low
105.18455907845461,0.5478788772753125,0.89498082543293,709.1244302137878,10.021071410709867,high
